x, y
16.331002, -17.146927
10.162795, 1.170614
-0.533338, -6.771574
-4.301196, 12.787203
8.950186, 7.249366
0.205732, 11.596583
-9.035962, -4.534812
-15.894437, 6.446591
-2.502989, -1.514466
0.199004, -16.063900
-14.551784, 3.690407
-15.646379, -0.772715
-17.070248, -5.630492
9.490720, -16.203589
-8.209596, -4.770943
-4.202462, 12.838438
-13.465150, -12.170870
-11.391357, 9.637097
10.453760, 15.240123
-10.329923, 8.932943
-9.031139, -6.353771
5.860497, 17.818649
-8.257714, 19.871573
7.987385, -0.234139
6.111819, 13.523251
6.792795, -0.476309
13.212549, -4.241799
-14.022891, -2.196825
13.527527, 12.552537
-19.394016, -10.130748
2.234780, -11.636146
-1.414950, 12.563275
3.912833, 1.860262
-2.884110, 12.068826
-2.667226, 13.521947
-11.290353, 8.572229
11.350137, -15.191954
-19.569802, -10.154535
-5.472146, -1.535129
-17.271606, -2.245798
-2.126889, -6.698130
0.513632, 7.809207
18.293527, 1.900873
-4.544456, 12.659442
14.392689, 12.263714
2.877556, 20.761284
1.349171, 7.333774
7.228148, -0.266188
-0.341388, -14.349768
4.827327, 21.529874
16.349722, -14.709821
6.612040, -0.603087
8.825602, 15.954086
16.729219, -13.635137
12.724158, -12.025634
8.914072, 16.254456
15.454045, 12.608498
-6.252265, 15.888671
-12.749801, -11.921077
11.937394, 1.232549
11.268176, -12.039992
-8.560690, -1.602299
1.995106, -12.224590
8.732828, -3.963252
1.566198, 11.499445
3.580848, -14.740582
-1.706199, -1.123890
-18.839782, -9.266257
0.003800, 10.203279
0.708008, 4.094998
-7.549997, -6.037838
-13.722637, -3.438107
2.556149, -4.080786
16.644013, -13.890332
-19.774622, -6.792824
9.292977, 16.749009
0.170896, -10.398124
-7.763841, 16.420087
11.135415, -12.867933
11.083629, 1.563612
-8.158371, 6.058514
-8.425281, -0.532126
2.878892, -13.174984
-8.348592, 9.201122
9.687744, 10.320646
4.945660, -11.609657
13.448039, 0.139277
-17.114607, -9.654860
11.052917, -6.377812
0.897739, 6.050958
17.322739, -11.514348
-14.308647, -3.800837
14.631565, 11.673051
16.931658, -13.584958
-0.071597, -8.749795
8.273275, 16.110804
-0.140710, 13.926983
-8.931216, 17.944946
15.182888, -2.551154
10.622082, 1.832538
1.167678, -0.186610
-13.764490, 3.008386
-15.206761, -6.823069
-8.551112, 9.637339
1.976786, -7.321823
1.351296, -16.848225
-4.783500, -16.899886
-17.927888, -9.495558
-3.752346, -4.109665
0.756967, 5.356729
15.405764, -3.989969
-12.720366, -4.596747
-9.038804, -9.234002
8.010326, 18.311549
9.830259, 14.833474
-13.958285, 3.647425
-8.673425, 0.518774
-8.480694, 9.248786
-4.340528, -14.772452
-10.048822, 0.936499
9.792221, 15.409024
-7.852322, 17.568149
7.199507, -8.333363
8.377498, 0.819486
-13.032824, -3.729102
11.615327, 0.894340
-2.247650, -5.488862
15.852701, -13.787190
16.599066, -4.569621
-13.938688, -4.275293
1.788032, -14.931052
-9.692848, 10.102890
-13.787672, -9.135411
-13.794138, 3.362438
8.514493, 17.593266
11.288116, 2.391260
-9.991558, -6.727461
13.394775, -15.542747
-1.510726, -0.854304
1.074225, 8.010742
12.912430, -13.630671
-13.499525, 2.864471
17.811619, 0.055362
3.587246, -14.579396
4.212198, 7.717499
-18.657778, -8.427907
-1.297434, -17.384035
12.451416, -16.849730
-10.372309, -9.659680
-19.699717, -6.743439
15.832015, -9.528143
-18.019180, -6.885670
-8.603441, 17.184130
6.643515, 19.767646
11.304407, 14.299889
2.201657, -16.278545
4.289094, 2.048320
-14.857256, -3.316261
-5.036055, -0.369170
5.052293, 19.413413
17.171697, -3.913715
-8.602670, 17.480269
2.230845, 17.759019
-17.237949, -1.393792
10.798038, -14.401950
10.877351, 1.616093
-3.501922, -3.741086
4.389314, -12.630376
-14.031143, -8.412713
-8.569826, 16.915127
11.664006, -14.937023
10.952848, 2.063993
7.462775, -4.915499
-13.380904, 2.703592
14.405159, -1.152723
0.736265, -16.172357
9.414505, -5.350408
5.705727, 3.307750
-5.938244, -3.386737
-8.911706, 9.681149
-10.500375, -4.025973
-19.299264, -8.451476
-8.865390, -1.016259
-8.284980, 16.769303
-7.858938, -8.290537
10.662688, 1.324770
-10.254668, -5.709333
0.530427, 7.994692
-6.476230, -4.738569
4.583113, 19.487132
8.257170, 1.350444
-8.585259, 17.900723
4.941247, 6.010598
-18.253143, -9.640089
-8.483974, -3.907126
3.862610, 19.649688
15.257497, -3.407124
-18.403679, -6.853429
-9.318420, -5.507165
4.438075, 20.763809
15.752528, 3.951041
4.962808, 18.482393
13.426279, 12.055257
13.294936, -16.133477
3.098754, 13.624949
8.429979, 0.798427
-10.654539, -3.429527
-15.093983, 4.637584
-11.806292, -3.189646
-6.855632, 16.619057
11.071093, 13.890253
2.706772, -16.078273
3.085918, 8.351893
-9.993351, -0.767851
9.700386, 13.582991
-15.861751, -11.674330
-9.280823, -5.171166
-14.765248, 3.615657
-6.196714, -5.925800
-8.839158, 16.733151
6.129640, -2.458029
-19.346359, -9.116401
-3.623179, 15.669397
-15.168041, 4.278233
-2.752775, -0.367799
-8.243717, 15.992901
13.930317, 13.824997
-14.965892, -1.353249
-10.317636, -8.534427
-8.524890, 16.084028
17.362780, -3.909537
-18.785780, -7.575967
-2.843404, -12.687649
-16.106878, -1.857868
1.366574, 15.019065
-10.890130, 15.365843
17.385123, 0.568644
-0.145776, 6.921389
12.809515, 10.997650
1.555417, -16.880944
6.891193, -2.914455
4.444722, 20.994652
12.713664, 12.826376
12.844431, -19.101888
-1.462944, 16.135518
-1.364165, -15.504783
-9.764738, 0.598232
-8.270974, 9.640108
16.160557, 0.105569
11.013974, 0.814091
14.020615, 11.617211
-8.311131, 9.553465
10.755869, 14.866480
-16.958945, -1.184254
-0.473998, 14.505572
-19.929832, -6.796327
-12.620110, -5.135447
-14.159774, 3.112839
-3.514388, 2.050154
-1.375048, 7.312761
6.734846, 17.063264
-10.516472, 9.818733
-11.956366, 9.803460
-15.914354, -2.146629
-15.647340, -3.851169
1.087782, -16.693925
-14.568701, -7.032796
-17.245959, -1.757362
-5.205995, -7.400543
8.739130, -0.538843
-13.961932, -13.343126
13.944010, -19.487660
-6.734325, -5.858964
16.080078, -14.201320
-0.453600, -12.560941
1.664239, -15.762316
-6.759621, 19.371558
11.347782, 1.991554
-3.641131, -3.722725
16.055192, -15.378960
-10.006809, -10.139467
-9.605904, 10.073680
-6.633441, -2.803614
-0.143770, 7.811091
15.889550, -12.832909
-14.866426, -3.626288
-9.184547, -1.699873
4.382852, 20.617597
13.274931, 10.904212
0.809494, 5.829877
-2.558729, -7.226551
4.539681, 21.153955
-7.616240, 15.740766
1.479911, -16.511632
11.184589, 15.567634
10.029995, -15.473629
13.437903, -1.680611
13.774425, -18.450810
11.671227, 13.325935
5.366561, 19.422703
3.032639, 7.544169
-8.796836, 17.228912
15.351341, -13.707649
6.186089, 0.774011
-5.688276, -3.460171
-11.856500, 2.462278
16.675191, -16.473938
-11.139539, 8.870012
17.055211, -12.865221
1.108954, -17.799116
7.405874, 18.188668
-20.658535, -9.642286
0.673129, -6.883469
-1.378697, 5.934568
12.424142, 10.758846
-18.570817, -1.180676
7.389507, 13.672774
13.858263, -18.565426
7.858967, -4.842954
3.601354, 21.612436
-5.694847, 12.114519
-8.365597, 17.987810
-12.730791, -7.709489
14.489728, 1.185126
6.223513, -4.979510
-16.340892, 2.890839
-11.694800, -3.925312
-21.122592, -9.495541
12.199254, 13.130775
-1.245208, 6.293661
18.358770, 0.122418
-20.091399, -0.376016
2.957981, -10.398163
17.462845, -17.693355
15.052906, -0.722396
1.974445, 22.411466
5.522855, 18.732000
-9.968278, 16.433501
15.056938, -11.895021
13.119018, -1.230531
10.498401, -3.596833
-11.560635, 13.320776
-0.978064, -13.296362
1.995251, 7.428577
-10.158039, -9.403357
-20.313071, -0.069525
5.834684, -2.418592
-0.294287, 8.125814
14.214386, -3.206485
-19.018687, -9.559736
3.963154, -8.983334
3.315561, 21.110322
3.057252, 22.026395
-1.985583, 4.454102
7.736414, 19.022024
-21.917052, -1.684305
5.322971, -5.483509
-10.603948, 8.804565
12.977211, 4.042550
-10.035718, 17.525140
10.380976, -7.397725
2.808515, 6.443015
-16.306903, -5.853530
13.035322, -19.916311
-7.785137, -3.959977
-19.631875, -10.299664
-16.400937, -9.877286
-11.109012, 9.325459
15.517793, -13.167986
-18.865477, -0.417754
16.328399, -13.677843
9.472657, -20.901419
-2.727661, -10.355473
-20.161548, -0.124369
-2.585139, 16.540500
-17.361387, 4.000052
8.218766, 5.750483
1.830268, 22.525792
2.495317, -11.533906
2.048698, 22.248744
2.353475, -12.371561
-9.184422, 9.451913
7.510438, 19.063327
3.156803, 4.208340
12.322595, 6.945633
-15.622771, 2.811666
9.032971, -16.507899
-9.095139, 7.605326
13.938845, -2.779550
1.839914, 7.165702
14.071630, 2.179821
-2.448421, -18.565097
-6.358594, 19.087017
9.932514, 0.950475
-7.571135, -4.391338
-8.662642, 18.766120
11.658340, 17.153739
4.484416, 21.122242
11.423089, -6.639647
-8.978325, 17.097492
13.037677, 15.265875
10.095383, 0.674782
2.195766, -4.802578
0.688840, 7.803880
5.011169, 14.717120
10.050273, 0.748226
-13.718029, -12.367832
-9.244485, 17.209961
-8.399439, -0.821390
1.818779, -18.084986
-9.095823, -4.776336
-20.559853, -6.939283
-4.710687, 17.969728
-16.670970, 4.121278
-2.836418, 17.905156
1.183289, 6.164447
12.068497, 14.719501
3.792895, 20.104865
12.430212, 6.511485
-0.068892, 7.912513
-7.552397, -7.644875
13.401755, -19.410287
-0.568339, -11.641930
-10.116609, 7.092897
-8.434135, -4.570112
10.078420, 1.627503
11.222904, -12.093828
-20.179334, -0.745165
-4.261196, 9.738366
-16.889333, 2.613993
-21.275877, -5.262463
2.751461, 22.420224
6.356622, 13.668645
-19.429546, 0.186815
-11.204381, -4.770813
-9.054226, 18.640541
2.866081, -11.362918
3.155229, 21.452084
7.686495, 3.992073
-19.641381, -1.328736
15.384314, -12.112099
-1.766038, -18.346427
1.313441, -17.540323
-20.872210, -6.435551
-12.582621, -5.042461
-19.905822, 0.319770
15.260079, -2.451485
10.760180, -19.855540
9.118682, 15.196864
-17.443161, 4.657618
-2.188949, -2.111576
-0.724606, -18.827706
-2.998568, -6.395985
3.466560, 20.748559
-1.813707, -5.362485
1.544732, 21.239780
12.791076, -13.378112
7.754900, 0.662596
-10.739111, 9.923808
-0.790818, 6.039005
-5.081067, -1.719531
-20.575147, -6.612929
12.928311, 12.396122
-9.532207, 16.784734
15.184925, -5.703398
-17.675701, -0.503959
14.845622, -7.585187
-1.639663, -18.618637
-16.435165, -8.130351
6.708163, -4.117860
-11.717911, 3.417009
-4.419337, 3.595000
8.664932, 4.935141
8.150822, -0.034194
-2.291184, -12.384551
-20.021489, 0.501199
-14.406137, -13.085663
10.105657, -19.725103
-13.977364, -6.466786
-10.384259, 14.863195
-16.153241, -6.739838
3.217455, 22.200002
13.237274, 12.692615
12.100365, -18.136080
-12.483556, -13.317977
-20.580900, -0.445909
-7.095296, 16.783368
11.229006, -0.164625
8.109652, 19.905304
7.625248, 0.529316
2.550618, 14.704537
-17.555264, 4.227377
8.587104, 17.776627
-1.345869, -17.981243
6.730444, 11.770935
-20.882067, -7.262873
8.506366, -3.205644
-9.107604, 7.076619
-14.424237, -8.491200
-16.935767, 2.780023
9.285411, -16.794993
-8.948470, 16.614824
4.523272, -10.480395
-1.644549, 4.349535
-1.109126, -12.594985
-15.332722, 7.567573
11.492359, -14.619364
-17.179240, 3.477662
-9.106214, -9.414178
-13.433598, 13.955405
9.234992, -14.385173
9.439709, -21.098641
12.500523, -12.155431
12.047039, -18.315768
16.589510, -8.872333
3.537081, 19.728517
-1.295033, -16.074240
-8.006893, 16.056646
7.656862, 13.935413
12.854185, 1.428026
10.156665, 16.035277
-11.017078, 1.827785
12.391412, 14.290620
10.318231, -3.474713
-13.635664, 3.226307
2.590623, -17.029397
-3.741729, -4.150724
-20.155074, -7.487606
-4.888216, 17.502412
0.335314, 7.530378
-10.450004, -11.763230
-12.799881, -0.970703
5.999775, 12.202439
12.010466, -18.467625
11.180259, -5.865836
3.653109, 19.564060
-5.784279, -1.750487
-6.572272, 13.130565
8.413909, 6.571349
11.014080, 1.751187
1.585719, 15.273651
-11.274468, 2.015615
6.312352, 20.043841
10.767342, -3.506552
-13.780590, 3.166994
2.709576, -16.990516
11.760759, -13.512399
-19.387880, -9.587375
-0.566920, -5.409053
-0.345690, 7.965480
-3.180931, -2.985377
-15.400850, -1.964370
8.187343, 6.125957
13.448107, -18.292763
12.563753, 13.588386
3.390807, 21.536144
8.786049, -19.433943
-8.636422, 16.464959
-2.711921, 13.827434
11.029271, 1.693540
-6.947400, 16.014481
-11.691939, 2.901035
-6.424846, -7.629358
13.984018, -5.949322
14.907871, 12.526960
0.667011, -18.027616
10.674199, -7.249952
-20.631516, -7.349832
-13.339314, -11.435267
-0.220505, 7.854429
8.426827, 5.542583
-13.951112, -1.065408
-17.614695, -4.880839
-11.001466, 2.091490
-14.024961, -8.377286
10.889132, 1.818974
1.026845, 14.203962
12.795061, -18.659022
4.542657, 2.054057
0.163114, -17.924554
9.077862, 5.172116
-0.350744, -18.502129
13.233090, 11.482526
1.801938, -17.839428
7.697812, -2.354575
-12.904326, -0.208900
-5.216502, 0.537202
12.977389, -18.985024
-10.714513, -5.667487
11.854461, -20.044083
13.564387, 9.948703
3.547826, 21.103013
16.131158, 3.592402
-17.785843, 1.036929
-11.571264, -9.707094
9.969222, -3.465030
16.144312, 0.420529
-20.933074, -7.163896
-12.543377, -4.836968
-15.990026, -0.126293
3.234528, 2.797472
9.769504, -3.868533
4.850510, 3.509576
0.939507, -18.452268
18.191890, -2.905361
0.752063, 6.231499
2.625346, -11.863289
-12.313198, -0.368034
-2.546346, -4.914741
6.389727, 20.576837
4.607989, 4.191017
12.939886, 2.094263
12.588204, -4.451419
-0.096710, 6.009185
2.634225, -7.622563
9.027395, -3.719563
-13.857146, 0.098372
-17.332186, -8.341210
-8.552101, 18.423100
-9.059650, 10.131305
7.267873, -15.986897
0.893210, 5.640328
0.576931, -7.118438
4.693008, 21.540365
13.470201, 13.053081
12.959618, -19.005766
-8.171487, 1.365915
4.774942, 21.723001
4.905378, 7.995714
-0.454770, -17.618846
-10.791231, -9.621502
13.664839, -18.234955
-4.248583, -11.441693
12.381082, 2.068387
14.606684, -11.558105
0.671858, 6.325905
19.583814, -0.322793
-13.483475, -0.670415
-1.867527, -16.867479
-20.217504, -5.628268
3.790246, 7.041576
-15.217553, 2.015938
-13.242866, -9.372391
10.047127, -3.371537
-9.537512, -2.825697
-6.298882, 12.613906
1.631913, -14.176025
-20.574732, -6.071642
-2.914575, -1.484118
10.035262, -3.266427
-9.876158, -3.092491
-5.859423, 12.759800
14.049967, 9.624078
6.095444, 20.453204
1.545008, -13.373786
11.022012, 2.051788
-7.993246, -5.004216
-6.708610, 13.149841
0.795346, 14.078144
10.652594, -3.640604
0.053326, -15.196736
0.906690, 7.244539
11.997158, -14.698592
-17.415228, -8.700019
-2.402664, -6.439268
2.463598, 21.919942
-16.620393, -3.565055
0.484344, 6.123740
-11.947995, -8.705940
11.751327, -20.225237
-0.989935, -4.165806
-16.719038, -0.602966
2.726290, -7.353736
-0.530692, -18.241294
1.476624, 13.798067
0.714925, 5.479476
10.403901, -2.350163
6.029559, 20.672819
-8.867925, -1.943334
5.634022, 21.266175
11.396398, -5.582073
10.368885, -3.407524
10.847785, 15.008184
-19.907841, -6.433147
14.980066, 2.925031
0.488100, -17.480723
-3.874456, -7.067292
9.920232, 2.467215
-8.242249, 19.446080
10.070378, -3.304555
8.395082, -9.331437
-11.666446, 2.637054
-2.469618, -2.384892
10.368346, -18.836577
3.556359, -17.211771
-11.151696, 2.313907
-2.785434, -15.223734
-19.797328, -6.980585
-9.060046, -8.098461
-11.324978, 2.197701
13.477407, 5.344123
11.209638, 2.216312
3.421127, 8.666501
12.106830, -19.763194
11.958944, -17.893171
11.263429, 1.962527
-1.319571, 15.313934
-5.718736, 11.979124
8.381022, 13.555081
0.007277, 6.731715
-2.505004, 9.725806
11.041526, 1.640175
-13.895218, -9.952770
10.419651, -18.757274
14.684690, 11.007364
4.837491, 20.762324
15.706470, -12.189681
-7.470441, 18.817545
15.233444, -0.139078
17.839673, -0.824659
8.510051, 6.446893
-6.848912, -0.412996
12.361406, 6.805680
-11.201592, 9.729944
-19.382542, -7.197193
0.879897, -17.169643
-1.771700, -0.887084
-15.319785, -12.299593
5.948597, 14.949250
-0.133938, 6.164048
15.732284, -4.038321
-14.219901, -0.069116
-14.445635, -6.815708
11.033135, -20.777075
14.271340, 2.721846
4.485047, 20.818479
7.981991, 10.498456
-9.499196, 18.650910
-14.594069, 5.923930
14.335918, -4.829905
-17.956591, 2.133172
-10.951251, 2.510128
-14.251648, -8.260439
-10.714851, 10.102752
-12.365145, -5.089829
-0.110035, -17.844766
12.583334, -15.903482
10.505489, -20.789051
-12.763394, -10.641080
2.859831, 20.806932
-4.508958, -3.441136
-9.717140, 17.551417
-11.947884, -12.958233
11.928767, -0.603284
6.402698, -12.840305
-20.680352, -8.026595
6.802292, -3.783194
-1.953856, 6.587297
-4.859191, -0.918858
-10.867471, 9.387915
1.162112, -13.733968
-10.247212, 16.608665
-16.923399, 10.325627
4.235607, 21.283006
8.655658, 15.800796
-10.799626, 9.033287
-2.959198, -12.857788
-0.139536, 6.095884
17.005073, -4.619221
0.192389, 5.647924
-2.839395, -1.537659
10.826591, -18.695252
-18.576762, -9.003701
-12.944318, 0.826278
-13.366805, 0.042923
-10.394705, 16.274073
-4.739046, -5.839971
-21.892741, -3.480837
-18.262618, -11.814361
-11.732702, 10.926428
-12.534746, -7.716212
-17.066012, 2.720501
2.357414, 14.497659
-8.869270, 11.498892
-5.448474, -3.234399
4.430238, 21.842179
-16.175223, -13.017380
-9.638118, 12.265338
4.074977, -14.094049
-15.120531, 3.627106
0.088804, 10.026843
-11.635611, 9.052094
-16.924486, 10.323584
11.701028, -19.316207
-14.987519, -8.290422
3.544251, 21.811617
10.408651, -13.903839
7.171724, 0.864426
-19.811021, -8.571858
-2.723039, -17.538062
10.991177, -3.598181
9.429793, -19.293924
0.951364, -13.726765
2.989536, 20.094829
9.102757, -6.023384
4.477760, 21.966400
-15.650133, -9.833068
0.212812, 7.366162
-7.084652, 7.765980
11.395659, -19.628932
2.224765, -11.112346
-11.161116, 2.707833
-12.268763, -6.958873
-18.265956, -10.709512
13.951211, -3.921397
-21.885957, -3.137206
2.903139, 2.992916
-2.204121, -17.561536
8.729658, 5.942603
13.628453, 0.043520
3.757013, 5.039428
-2.654619, -17.796218
13.134584, 11.532697
9.620686, -19.437917
-12.081610, -4.592376
-20.560798, -8.991681
14.055102, 14.420124
7.187868, 0.766256
16.179512, -12.078036
-10.526463, 9.482149
4.968579, -10.785685
-15.796059, 1.978638
-7.130322, -0.368829
-9.950489, 16.810472
-3.189400, -0.985153
-11.117775, 1.352872
14.541507, -1.418022
4.244544, 21.984676
-14.614535, -12.117733
-22.490741, -3.922311
-1.175240, -12.990386
10.546674, -20.551750
14.460466, -1.755169
-2.851658, -17.597337
10.451469, -13.800734
-21.838403, -7.741639
12.290031, 12.288715
3.110641, 22.126097
-7.393534, -6.751929
-14.510682, 0.406089
-7.129638, -3.818077
6.924541, 0.710909
-8.865772, 0.312161
-11.332794, 11.543676
-7.319604, 18.552872
-10.526512, 16.161402
9.531308, 16.689664
-11.923960, 11.418161
-11.555290, -11.580222
11.433180, -19.912659
6.326945, 5.470495
4.862491, 21.839209
12.685565, -12.994540
-14.986799, -13.935621
-1.832595, -14.092026
10.051890, -0.816701
-14.720256, -7.053765
-21.875235, -3.448506
1.459679, -4.952567
2.029231, 8.477084
3.913857, 5.069483
-17.424831, -2.840979
17.241000, -13.175251
11.372131, -19.995905
-13.224833, 14.218234
3.635251, 18.409748
8.362139, -1.904388
-9.709406, 14.693366
-7.104450, 19.464586
-21.118845, 0.675407
-19.816004, -0.011857
-16.612372, 3.746702
-3.762907, -4.034059
-8.197432, 9.178168
16.170375, -14.682244
-2.302239, -17.865650
-12.544602, -8.182458
-19.475386, -10.510860
8.325163, 16.503804
6.664393, 4.220764
13.214503, -11.592743
0.174928, 16.326008
-5.636352, 18.954671
13.634669, -21.620577
-2.182306, -8.399733
3.449577, 20.513904
12.496145, 13.653470
-9.936923, 14.466001
-15.589008, -11.903863
9.215083, -0.999159
-9.627955, -4.378163
-21.701585, -1.975498
4.137400, 12.211137
2.759418, 8.138729
11.485066, 14.258758
-17.175557, -1.448713
7.200434, -3.678414
3.940200, 6.139449
9.075824, 5.211662
7.463872, 19.107998
-19.960374, -0.072671
5.838902, 4.131325
15.182982, 3.717534
2.344912, 22.367991
1.338290, -0.966754
-7.971345, 9.121070
-14.511458, -10.178011
-16.420642, 3.644420
1.708744, 12.294207
-12.542279, -15.277916
11.802301, -12.476257
8.815116, -0.986705
15.483344, -15.289279
8.613450, 18.975730
4.626349, 16.904820
5.815745, 18.684845
-20.199365, -6.892358
-8.009459, 2.239890
11.518453, 15.150428
4.485294, 20.944665
8.105986, 5.396163
9.342984, -4.044734
-16.029731, -4.251894
-10.254464, 10.186999
14.521623, -16.719463
1.071360, -18.620054
0.224436, -15.243403
13.920442, -18.051485
-7.349595, -5.467449
4.847276, 19.328347
-6.363992, 13.935668
-6.306313, 20.894837
-8.433374, -5.512755
-17.100449, 3.816666
-3.217473, -13.231002
2.899930, 6.006600
17.770713, -12.451535
-14.541856, -0.724177
10.835666, -5.016664
4.900481, 3.574680
5.244175, 15.008482
12.113675, -18.567899
17.536914, -2.474194
-7.964923, 10.170326
-7.860088, -5.874378
-9.075176, 11.376962
-9.091565, -4.107653
-3.857467, -15.008210
-15.055968, -11.278869
3.180498, 21.823138
-6.067400, -2.210678
0.569913, 0.206259
9.390495, 16.541851
9.076630, -0.778602
11.040862, 9.097061
-10.000939, 10.910822
-13.613000, -2.415933
2.708739, 22.662964
-8.087724, 19.785593
-21.740759, -3.666353
-17.864867, -5.544738
-12.632133, -15.129603
12.887200, -12.253547
-8.851643, 15.489048
15.688212, 2.672508
3.759928, 22.234607
10.008290, 15.640535
-16.808274, 3.652461
-4.455789, 19.718484
-9.534134, 10.289747
-2.809955, -15.495078
8.461876, -1.341760
-13.932681, -5.946509
-1.618823, -18.351539
-5.504601, 9.446925
14.169272, -3.767968
-10.455211, -2.054266
3.966921, 11.817677
16.515524, 2.727292
10.363210, -1.085313
0.027878, -14.080733
-13.250278, 0.041269
10.484777, 18.303830
-4.350229, -12.922774
17.633092, 1.346709
9.875514, -1.290919
13.095970, -13.957301
-21.658025, -2.477410
-16.716757, -7.157071
3.347890, 22.449588
-13.559124, -8.417778
-21.808780, -3.564288
19.009019, -0.163629
-1.885633, -17.594264
-0.784707, -1.585571
-15.478711, -0.759253
16.141362, -4.943038
-16.953573, 3.511124
-8.092127, -6.587354
-5.817196, 9.883425
-12.341684, -7.710723
-16.027307, -0.689806
0.125359, -10.038809
-15.277869, -1.791861
8.100950, 3.048066
-16.929903, 3.339268
-4.191764, -3.961299
-17.001141, -1.720300
10.933721, 16.146398
-5.714093, 15.298315
-5.749371, 0.388864
-11.406960, -0.963320
12.864188, 5.537343
10.811480, -18.971599
-13.679172, 4.048796
6.232889, 18.363138
-3.002529, -13.453796
-6.233953, 14.840199
0.935794, -17.773018
6.835035, 8.438014
-11.276216, -11.092993
-8.365313, 0.437038
-2.140079, 14.838841
2.116735, -15.931797
2.705087, -7.729709
-15.601032, -10.353982
14.192077, 12.697688
-0.794286, 4.356426
-1.655544, -3.499356
9.394763, -18.772446
-1.023625, -1.672011
6.706826, 17.468086
-4.820004, -4.224767
-2.038906, 13.387934
10.251195, 15.742847
5.155632, 5.117391
0.491397, -16.747031
-11.050690, 0.424159
-0.058332, -14.229929
-20.426862, -7.403599
14.902054, -5.359821
-0.190643, 4.143045
-14.521705, -11.404840
13.693924, -20.130475
11.626448, -4.978455
5.707063, 20.547855
-4.645086, -4.986224
-3.104010, 12.346529
1.621123, 4.581192
-11.480473, 2.796896
-12.747777, -11.064519
-18.730563, -8.362057
